year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power
2014,12.468440756144114,10.545367754151743,Diesel,Individual,Manual,First Owner,22.1,1248,74.0
2015,13.07107218827772,11.695255355062795,Diesel,Individual,Manual,First Owner,23.59,1364,67.05
2011,12.618185607609803,11.542493975902508,Diesel,Individual,Manual,Third Owner,20.0,1399,68.0
1994,10.714439990727769,11.002116507732017,Petrol,Individual,Manual,First Owner,16.1,796,37.0
2017,13.560619598657233,11.289794413577894,Diesel,Individual,Manual,First Owner,24.3,1248,88.5
2015,13.45883704259595,10.819798284210286,Diesel,Individual,Manual,First Owner,20.77,1248,88.76
2014,13.180634172318978,11.407576060361786,Diesel,Individual,Manual,First Owner,25.2,1248,74.0
2017,13.676248490630767,11.156264806643742,Diesel,Individual,Manual,First Owner,21.5,1497,108.5
2019,13.217675375388819,10.308985993422082,Petrol,Individual,Automatic,First Owner,23.84,1199,83.83
2016,13.304686600863562,11.289794413577894,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0
2012,12.971542813248437,11.608244735642321,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9
2010,12.413090879946887,11.695255355062795,Diesel,Individual,Manual,First Owner,18.8,1248,90.0
2003,11.695255355062795,11.695255355062795,Petrol,Individual,Manual,Third Owner,17.3,993,60.0
2014,13.244582780038517,11.156264806643742,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83
2018,13.652992804936396,11.002116507732017,Diesel,Individual,Manual,First Owner,22.54,1396,88.76
2006,11.982935344196433,11.407576060361786,Petrol,Individual,Manual,First Owner,19.7,796,46.3
2014,12.691583538230217,11.86710429621008,Diesel,Individual,Manual,First Owner,19.5,1248,75.0
2015,12.644330802262578,10.819798284210286,Petrol,Individual,Manual,First Owner,19.81,1086,68.05
2013,12.429220196836383,11.407576060361786,Diesel,Individual,Manual,Third Owner,25.8,1498,98.6
2015,12.948012371209098,11.652696102959753,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0
2013,12.706850963741102,11.918397239722838,Petrol,Individual,Automatic,Second Owner,15.0,1396,98.6
2015,12.91164481522143,11.127277689932466,Petrol,Individual,Manual,Second Owner,20.4,1197,81.8
2010,12.92391243868049,11.608244735642321,Petrol,Individual,Automatic,Third Owner,15.6,1497,116.3
2007,11.813037464800539,11.51293546492023,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05
2004,11.156264806643742,11.156264806643742,Petrol,Individual,Manual,Second Owner,18.9,998,67.1
2004,10.714439990727769,11.251573687764477,Petrol,Individual,Manual,Third Owner,16.1,796,37.0
2018,13.384729180332174,10.477316144080852,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2018,12.899222326086994,9.770013301136158,Petrol,Individual,Manual,First Owner,20.51,998,67.04
2017,12.765691290604371,10.203629181337648,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2017,13.217675375388819,11.002116507732017,Diesel,Individual,Manual,First Owner,24.0,1186,73.97
2016,12.765691290604371,10.12667110305036,Petrol,Individual,Manual,First Owner,20.51,998,67.04
2015,13.038981768465277,11.289794413577894,Diesel,Individual,Manual,First Owner,26.59,1248,74.0
2012,12.128116509451258,11.002116507732017,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2013,13.217675375388819,10.545367754151743,Diesel,Individual,Manual,First Owner,22.07,1199,73.9
2012,12.611541086966115,11.51293546492023,LPG,Individual,Manual,Second Owner,26.2,998,58.2
2016,13.710151153416941,11.429554725537322,Diesel,Individual,Manual,First Owner,21.9,1498,98.6
2018,13.345508528717259,9.210440366976517,Petrol,Individual,Manual,First Owner,21.4,1197,83.1
2017,12.644330802262578,10.463131911491967,Petrol,Individual,Manual,Second Owner,24.7,796,47.3
2017,13.122365377402328,10.463131911491967,Diesel,Individual,Manual,First Owner,28.4,1248,74.0
2016,13.321215875492413,10.043292972227004,Diesel,Individual,Manual,First Owner,24.0,1120,70.0
2012,11.918397239722838,11.918397239722838,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0
2015,13.081543466215237,11.156264806643742,Diesel,Individual,Manual,First Owner,24.4,1120,71.0
2017,13.384729180332174,10.596659732783579,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2012,12.577639650232573,11.51293546492023,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0
2017,12.611541086966115,10.819798284210286,Petrol,Individual,Manual,Second Owner,24.7,796,47.3
2010,12.506180941677357,11.695255355062795,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9
2015,12.899222326086994,11.002116507732017,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0
2015,12.54254845357358,10.239995502805316,Petrol,Individual,Manual,Second Owner,22.74,796,47.3
2009,12.429220196836383,11.002116507732017,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8
2012,13.112315061750808,11.289794413577894,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9
2019,13.45883704259595,8.412054873292933,Petrol,Individual,Manual,First Owner,19.5,1199,88.76
2013,12.644330802262578,11.156264806643742,Diesel,Individual,Manual,First Owner,25.0,1396,69.0
2017,13.384729180332174,11.695255355062795,Diesel,Individual,Manual,First Owner,19.87,1461,83.8
2015,13.304686600863562,11.289794413577894,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7
2009,11.813037464800539,11.695255355062795,Petrol,Individual,Manual,First Owner,15.7,1390,75.0
2014,13.384729180332174,10.819798284210286,Diesel,Individual,Manual,First Owner,23.4,1248,74.0
2012,13.217675375388819,11.326607934898927,Petrol,Individual,Manual,First Owner,16.8,1497,116.3
2017,13.384729180332174,9.90353755128617,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2017,13.017005083966255,8.81744592104187,Petrol,Individual,Manual,First Owner,18.5,1198,86.8
2015,13.384729180332174,10.165890277802454,Petrol,Individual,Manual,First Owner,20.73,1373,91.1
2017,12.971542813248437,10.859018228147887,Petrol,Individual,Manual,First Owner,17.0,1197,81.86
2019,13.45883704259595,9.90353755128617,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8
2011,12.345834587905333,9.825580063659602,Petrol,Individual,Manual,First Owner,18.5,1197,85.8
2017,13.142166004700508,11.863589378812122,Diesel,Individual,Manual,First Owner,18.49,1493,100.0
2016,13.415034483903348,10.829312687193204,Petrol,Individual,Manual,First Owner,15.85,1499,110.4
2019,13.171155446333852,9.127067452782361,Petrol,Individual,Automatic,First Owner,23.84,1199,83.83
2016,13.151924121391561,10.596659732783579,Diesel,Individual,Manual,First Owner,19.87,1461,83.8
2020,13.353476685668044,8.517393171418904,Petrol,Individual,Manual,First Owner,21.01,1197,81.8
2019,12.506180941677357,7.741099090035366,Petrol,Individual,Manual,First Owner,22.7,799,53.64
2016,12.611541086966115,10.596659732783579,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2005,11.407576060361786,11.51293546492023,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3
2017,13.527829818844937,11.51293546492023,Diesel,Individual,Manual,First Owner,24.52,1248,88.5
2009,11.813037464800539,10.819798284210286,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0
2013,12.524530013005734,11.289794413577894,Petrol,Individual,Manual,Second Owner,15.1,1196,73.0
2018,13.51440681653079,9.61587214452889,Petrol,Individual,Manual,First Owner,17.0,1198,108.5
2019,13.444448325847754,7.1731917424865985,Petrol,Dealer,Manual,First Owner,17.8,1198,86.7
2018,13.815511557963774,8.3654396361887,Petrol,Trustmark Dealer,Manual,First Owner,17.1,1496,105.5
2018,13.815511557963774,8.56216655705897,Petrol,Trustmark Dealer,Manual,First Owner,17.1,1496,105.5
2019,13.217675375388819,8.455743229100015,Petrol,Trustmark Dealer,Manual,First Owner,20.7,1197,81.86
2016,13.304686600863562,8.818482267274236,Petrol,Trustmark Dealer,Manual,First Owner,21.01,1197,81.8
2016,13.42246945133505,10.246474238267561,Petrol,Trustmark Dealer,Automatic,First Owner,14.3,1598,103.52
2019,13.76421831620775,9.353054474175359,Petrol,Trustmark Dealer,Manual,First Owner,14.23,1498,104.55
2017,13.652992804936396,9.366403507607771,Petrol,Trustmark Dealer,Manual,First Owner,17.8,1497,117.3
2018,13.73755009757506,10.073778699946109,Diesel,Trustmark Dealer,Manual,First Owner,28.09,1248,88.5
2015,13.345508528717259,11.165790583860716,Petrol,Trustmark Dealer,Automatic,First Owner,16.5,1499,110.0
2014,12.206077645517674,10.677799887513581,Petrol,Dealer,Manual,Second Owner,22.74,796,47.3
2014,13.361381852676738,11.27735501864789,Petrol,Trustmark Dealer,Automatic,First Owner,18.0,1497,117.3
2016,13.217675375388819,10.941907417643346,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7
2014,12.959846800844963,10.819798284210286,Diesel,Individual,Manual,Second Owner,21.79,1248,88.73
2011,12.301387370778713,10.596659732783579,Petrol,Individual,Manual,First Owner,18.9,998,67.1
2018,13.28787951079572,9.210440366976517,Petrol,Individual,Manual,First Owner,18.9,1197,81.86
2015,12.765691290604371,10.97679912709094,Petrol,Individual,Manual,First Owner,18.5,1197,85.8
2018,13.26212705890841,9.90353755128617,Petrol,Individual,Manual,First Owner,21.4,1197,83.1
2011,12.206077645517674,10.680539205318292,Petrol,Individual,Manual,Second Owner,18.06,1198,75.0
2015,13.304686600863562,11.050905878263567,Diesel,Individual,Manual,First Owner,22.77,1498,98.59
2012,11.970356641102999,11.608244735642321,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0
2017,13.270785106659046,10.308985993422082,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86
2018,13.997832948091215,10.463131911491967,Diesel,Individual,Manual,First Owner,17.3,1497,121.0
2018,12.765691290604371,10.308985993422082,Petrol,Individual,Manual,First Owner,23.01,999,67.0
2014,13.384729180332174,10.933124826700707,Petrol,Individual,Manual,First Owner,17.4,1497,117.3
2017,12.899222326086994,9.44943600950432,Petrol,Individual,Manual,First Owner,20.51,998,67.04
2018,13.45883704259595,10.463131911491967,Diesel,Individual,Manual,First Owner,21.5,1497,108.5
2017,13.161586013632684,10.308985993422082,Petrol,Individual,Manual,First Owner,19.1,1197,82.0
2017,12.765691290604371,10.434145214930487,Petrol,Individual,Manual,First Owner,25.17,799,53.3
2008,12.013706813470414,11.407576060361786,Petrol,Individual,Manual,First Owner,19.81,1086,68.05
2010,11.982935344196433,11.082157933374816,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1
2015,12.560247968016562,10.596659732783579,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2018,13.45883704259595,9.857495968685136,Petrol,Individual,Manual,First Owner,19.0,1194,94.68
2018,13.710151153416941,10.12667110305036,Petrol,Individual,Manual,First Owner,19.34,1462,103.0
2005,12.100717685412471,10.808838664371898,Petrol,Individual,Manual,First Owner,19.7,796,46.3
2016,12.301387370778713,11.51293546492023,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2013,11.695255355062795,11.695255355062795,Diesel,Individual,Manual,First Owner,22.3,1248,74.0
2010,12.301387370778713,11.407576060361786,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0
2013,12.948012371209098,10.753980303819851,Diesel,Individual,Manual,Second Owner,22.1,1248,76.9
2013,11.982935344196433,11.608244735642321,Diesel,Individual,Manual,First Owner,19.4,1405,70.0
2015,12.429220196836383,11.289794413577894,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2013,12.861001210669146,11.51293546492023,Diesel,Individual,Manual,Third Owner,20.77,1248,88.8
2014,12.669809806411457,11.289794413577894,Petrol,Individual,Manual,First Owner,20.51,998,67.06
2018,13.081543466215237,10.596659732783579,Petrol,Individual,Manual,First Owner,20.14,1197,81.86
2015,12.706850963741102,11.156264806643742,Petrol,Individual,Manual,Third Owner,23.1,998,67.04
2011,11.931642378754141,11.289794413577894,Diesel,Individual,Manual,First Owner,17.0,1405,71.0
2014,12.429220196836383,10.596659732783579,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2011,12.421188057397055,11.289794413577894,Diesel,Individual,Manual,First Owner,17.0,1405,71.0
2011,12.611541086966115,11.002116507732017,Petrol,Individual,Manual,Second Owner,18.06,1198,75.0
2017,13.217675375388819,10.819798284210286,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2016,13.384729180332174,10.308985993422082,Diesel,Individual,Manual,First Owner,22.54,1396,88.73
2017,13.005831808336863,10.12667110305036,Petrol,Individual,Manual,First Owner,18.9,1197,82.0
2016,13.304686600863562,11.51293546492023,Diesel,Individual,Manual,First Owner,17.45,1493,100.0
2014,13.112315061750808,12.07254696717504,Diesel,Individual,Manual,First Owner,19.01,1461,108.45
2011,12.301387370778713,11.082157933374816,Petrol,Individual,Automatic,Third Owner,12.6,1586,103.3
2011,12.468440756144114,11.082157933374816,Petrol,Individual,Automatic,Third Owner,12.6,1586,103.3
2009,11.918397239722838,11.407576060361786,Petrol,Individual,Manual,First Owner,17.92,1086,62.1
2011,12.206077645517674,11.289794413577894,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0
2008,12.429220196836383,11.002116507732017,Petrol,Individual,Automatic,Third Owner,20.0,1339,108.5
2018,13.235693848424024,9.90353755128617,Petrol,Individual,Manual,First Owner,21.4,1197,83.1
2016,13.122365377402328,10.308985993422082,Petrol,Individual,Manual,First Owner,20.85,1197,83.14
2013,12.506180941677357,11.678448377988165,Diesel,Individual,Manual,First Owner,24.0,1120,70.0
2015,12.983101310070822,10.12667110305036,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14
2015,12.899222326086994,11.51293546492023,Petrol,Individual,Automatic,First Owner,16.9,1197,81.86
2015,13.060490101343552,11.608244735642321,Diesel,Individual,Manual,First Owner,26.59,1248,74.0
2015,13.081543466215237,11.002116507732017,Diesel,Individual,Manual,Third Owner,20.45,1461,83.8
2017,12.691583538230217,11.695255355062795,Diesel,Individual,Manual,First Owner,27.28,1047,69.0
2020,13.42246945133505,8.517393171418904,Petrol,Individual,Automatic,First Owner,20.7,1197,81.86
2009,12.04355959836804,11.407576060361786,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9
2016,13.384729180332174,10.275085591132715,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2007,11.561725152903833,11.407576060361786,LPG,Individual,Manual,Second Owner,17.3,1061,57.5
2009,12.206077645517674,12.07824495582233,Diesel,Individual,Manual,Second Owner,17.0,1461,66.0
2013,12.206077645517674,11.918397239722838,Diesel,Individual,Manual,First Owner,19.09,1396,69.0
2014,13.122365377402328,11.156264806643742,Petrol,Individual,Manual,Second Owner,15.04,1598,103.2
2007,12.07254696717504,11.502885230075814,Diesel,Individual,Manual,Second Owner,19.2,1461,65.0
2018,13.017005083966255,8.517393171418904,Petrol,Individual,Manual,First Owner,23.84,1199,84.0
2011,12.506180941677357,11.39640288460621,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9
2006,11.608244735642321,11.385103457032141,Diesel,Individual,Manual,Second Owner,16.8,1405,62.0
2015,13.081543466215237,10.308985993422082,Diesel,Individual,Manual,First Owner,26.59,1248,74.0
2016,13.384729180332174,10.819798284210286,Diesel,Individual,Automatic,Second Owner,26.59,1248,74.0
2013,13.081543466215237,11.289794413577894,Diesel,Individual,Manual,First Owner,23.4,1248,74.0
2016,13.45883704259595,10.596659732783579,Diesel,Individual,Manual,First Owner,22.54,1396,88.73
2015,13.384729180332174,11.608244735642321,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76
2016,13.815511557963774,11.002116507732017,Diesel,Individual,Automatic,First Owner,22.15,1498,108.6
2018,13.8924725250259,9.45727857185611,Petrol,Individual,Automatic,First Owner,17.8,1496,105.5
2012,12.04355959836804,10.596659732783579,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2017,13.321215875492413,10.799595985047786,Diesel,Individual,Manual,First Owner,28.4,1248,74.0
2014,12.765691290604371,10.12667110305036,Petrol,Individual,Manual,First Owner,18.5,1197,85.8
2016,12.468440756144114,11.082157933374816,Petrol,Individual,Manual,Second Owner,22.74,796,47.3
2015,13.45883704259595,9.90353755128617,Diesel,Individual,Manual,First Owner,20.4,1248,91.7
2018,13.426904041847699,9.741027444837728,Petrol,Individual,Manual,First Owner,18.78,999,75.0
2015,13.592368256649284,9.61587214452889,Diesel,Individual,Manual,First Owner,23.65,1248,88.5
2014,12.899222326086994,11.695255355062795,Diesel,Individual,Manual,Second Owner,23.59,1364,67.04
2010,12.611541086966115,10.799595985047786,Petrol,Individual,Manual,First Owner,18.5,1197,80.0
2016,13.161586013632684,10.275085591132715,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2017,13.652992804936396,10.915106645867503,Diesel,Individual,Automatic,First Owner,19.61,1461,108.5
2017,13.629182184591333,10.463131911491967,Diesel,Individual,Manual,First Owner,21.5,1497,108.5
2018,12.971542813248437,8.517393171418904,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0
2017,13.652992804936396,11.002116507732017,Diesel,Individual,Manual,First Owner,22.77,1498,98.59
2017,13.384729180332174,11.156264806643742,Petrol,Individual,Manual,First Owner,20.85,1197,83.14
2008,11.695255355062795,11.695255355062795,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0
2016,13.500801182986649,11.083695189061785,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0
2019,13.171155446333852,9.90353755128617,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8
2015,13.304686600863562,11.58989576532275,Diesel,Individual,Manual,First Owner,21.19,1396,88.73
2019,13.122365377402328,9.61587214452889,Petrol,Individual,Manual,First Owner,21.21,1197,81.8
2009,11.918397239722838,11.251573687764477,Petrol,Individual,Manual,First Owner,17.92,1086,62.1
2015,12.92391243868049,9.825580063659602,Petrol,Individual,Manual,First Owner,20.51,998,67.04
2016,13.345508528717259,11.695255355062795,Diesel,Individual,Manual,First Owner,18.49,1493,100.0
2015,12.577639650232573,9.62911649414402,Petrol,Individual,Manual,First Owner,25.17,799,53.3
2015,13.122365377402328,10.463131911491967,Petrol,Individual,Manual,First Owner,17.3,1497,117.3
2013,12.154784614286667,11.156264806643742,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2014,13.171155446333852,11.695255355062795,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5
2013,12.323860125621126,10.97411180466407,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05
2018,13.51440681653079,10.566639335560673,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0
2016,13.217675375388819,10.941907417643346,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7
2019,13.384729180332174,8.634442751466477,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8
2017,13.345508528717259,10.147961974552167,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73
2018,13.304686600863562,11.153102714740765,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8
2017,13.017005083966255,10.93828994344506,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97
2019,13.565767608549109,8.858368636308018,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76
2016,13.377007146164305,9.305741456739435,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5
2010,12.679199517372098,11.002116507732017,Petrol,Individual,Automatic,Second Owner,16.8,1497,118.0
2017,13.279368835614243,10.819798284210286,Petrol,Individual,Manual,First Owner,17.71,1197,78.9
2011,12.323860125621126,11.156264806643742,Diesel,Individual,Manual,First Owner,20.0,1399,68.0
2017,13.122365377402328,11.156264806643742,Diesel,Individual,Manual,First Owner,25.8,1498,98.6
2011,12.765691290604371,11.407576060361786,Diesel,Individual,Manual,Third Owner,23.0,1396,90.0
2016,13.535797977912118,11.156264806643742,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5
2014,12.388398368982115,10.819798284210286,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2012,11.289794413577894,11.695255355062795,Petrol,Individual,Manual,Second Owner,19.7,796,35.0
2019,13.592368256649284,8.517393171418904,Petrol,Individual,Manual,First Owner,17.19,1197,81.86
2017,13.142166004700508,10.12667110305036,Petrol,Individual,Manual,First Owner,18.9,1197,82.0
2019,13.384729180332174,9.61587214452889,Diesel,Individual,Manual,First Owner,22.95,1248,74.0
2011,12.25486757159303,10.463131911491967,Petrol,Individual,Manual,Second Owner,20.92,998,67.1
2008,11.608244735642321,11.289794413577894,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2017,13.407543823396258,10.12667110305036,Diesel,Individual,Manual,First Owner,21.5,1497,108.5
2017,13.22672519452875,10.859018228147887,Diesel,Individual,Manual,First Owner,21.66,1498,108.62
2017,13.235693848424024,10.859018228147887,Diesel,Individual,Manual,First Owner,21.66,1498,108.62
2016,12.834683971615659,11.289794413577894,Diesel,Individual,Manual,First Owner,25.32,1198,77.0
2017,13.312985389904174,11.751950239425476,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2017,13.487007879880162,10.308985993422082,Petrol,Individual,Manual,First Owner,17.5,1199,88.7
2017,13.592368256649284,11.156264806643742,Diesel,Individual,Manual,First Owner,24.52,1248,88.5
2011,12.765691290604371,11.665655135642039,Diesel,Individual,Manual,First Owner,23.0,1396,90.0
2012,12.611541086966115,11.695255355062795,Petrol,Individual,Manual,First Owner,18.5,1197,82.85
2016,12.840003118946523,11.289794413577894,Diesel,Individual,Manual,First Owner,25.83,1498,99.0
2013,13.017005083966255,11.849404844423074,Petrol,Individual,Manual,First Owner,16.02,1373,93.7
2008,11.982935344196433,11.51293546492023,Petrol,Individual,Manual,Fourth & Above Owner,13.9,1599,103.2
2019,13.171155446333852,11.51293546492023,Petrol,Individual,Manual,First Owner,20.14,1197,81.86
2016,13.25339339419516,11.884495917930655,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05
2011,12.323860125621126,11.407576060361786,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0
2019,13.28787951079572,11.407576060361786,Petrol,Individual,Manual,First Owner,20.14,1197,81.86
2019,13.592368256649284,10.404293143019792,Petrol,Dealer,Manual,First Owner,19.4,1194,94.93
2014,13.017005083966255,9.510519035757246,Petrol,Individual,Manual,First Owner,18.2,1199,82.4
2012,12.611541086966115,11.289794413577894,Diesel,Individual,Manual,First Owner,17.0,1405,70.0
2017,13.377007146164305,9.90353755128617,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2013,13.161586013632684,10.968215530759236,Diesel,Individual,Manual,First Owner,23.4,1248,74.0
2013,12.206077645517674,10.596659732783579,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2015,13.45883704259595,10.308985993422082,Petrol,Individual,Manual,First Owner,17.4,1497,117.3
2000,10.714439990727769,10.819798284210286,Petrol,Individual,Manual,Second Owner,16.1,796,37.0
2016,13.038981768465277,11.19822841866684,Diesel,Individual,Manual,First Owner,25.83,1498,99.0
2014,12.691583538230217,11.407576060361786,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94
2015,12.765691290604371,10.819798284210286,Petrol,Individual,Manual,Second Owner,20.51,998,67.04
2011,12.676079399771027,11.156264806643742,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0
2011,12.037659911047468,10.62135173563291,Petrol,Individual,Manual,First Owner,18.0,995,62.0
2013,12.765691290604371,10.819798284210286,Petrol,Individual,Manual,Fourth & Above Owner,16.47,1198,73.9
2014,12.765691290604371,11.637149932211884,Diesel,Dealer,Manual,First Owner,19.68,1399,67.0
2013,12.644330802262578,11.407576060361786,Diesel,Individual,Manual,Second Owner,20.0,1399,68.1
2015,13.437175577097312,10.308985993422082,Petrol,Individual,Automatic,First Owner,19.12,1373,91.1
2014,13.235693848424024,11.790564777297387,Diesel,Individual,Manual,Second Owner,19.72,1461,108.45
2013,13.060490101343552,11.695255355062795,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0
2011,12.847929163278053,11.289794413577894,Petrol,Individual,Manual,Second Owner,16.2,1599,103.2
2018,13.217675375388819,8.517393171418904,Petrol,Individual,Manual,First Owner,22.0,1197,81.8
2015,12.765691290604371,11.002116507732017,Petrol,Individual,Manual,First Owner,20.62,1198,67.0
2017,13.122365377402328,10.668978650219241,Petrol,Individual,Manual,First Owner,20.85,1197,83.14
2014,12.899222326086994,11.251573687764477,Diesel,Individual,Automatic,Second Owner,21.66,1498,103.6
2016,12.468440756144114,10.308985993422082,Petrol,Individual,Manual,First Owner,25.17,799,53.3
2015,12.301387370778713,10.596659732783579,Petrol,Individual,Manual,Second Owner,22.74,796,47.3
2014,12.154784614286667,11.842236406331555,Diesel,Individual,Manual,Second Owner,18.2,1248,73.8
2016,12.899222326086994,11.289794413577894,Petrol,Individual,Manual,First Owner,18.9,1197,82.0
2014,12.04355959836804,11.23850177707664,Diesel,Individual,Manual,Second Owner,25.44,936,56.3
2019,13.384729180332174,8.160803920954665,Petrol,Individual,Manual,First Owner,18.6,1197,81.86
2007,11.002116507732017,11.034905792929415,Petrol,Individual,Manual,Second Owner,16.1,796,37.0
2012,11.736077016252437,10.596659732783579,Petrol,Individual,Manual,Second Owner,16.2,995,62.1
2011,12.04355959836804,11.156264806643742,Petrol,Individual,Manual,Third Owner,19.7,796,46.3
2012,12.644330802262578,11.251573687764477,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9
2011,11.775297421715827,11.608244735642321,Petrol,Individual,Manual,Second Owner,18.0,995,62.0
2016,13.049794835104816,9.90353755128617,Petrol,Individual,Manual,First Owner,20.51,998,67.04
2012,12.468440756144114,9.730977703126166,Petrol,Individual,Manual,First Owner,20.2,998,67.1
2017,12.691583538230217,10.545367754151743,Petrol,Individual,Manual,First Owner,23.01,999,67.0
2007,12.206077645517674,10.819798284210286,Diesel,Individual,Manual,First Owner,17.88,1396,52.8
2013,13.017005083966255,10.859018228147887,Diesel,Individual,Manual,First Owner,17.21,1493,100.0
2012,12.345834587905333,10.819798284210286,Diesel,Individual,Manual,First Owner,17.0,1405,70.0
2016,12.73670383776449,10.308985993422082,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2010,12.323860125621126,11.289794413577894,Petrol,Individual,Manual,Second Owner,14.0,1595,102.0
2013,12.54254845357358,11.156264806643742,Diesel,Individual,Manual,First Owner,25.0,1396,69.0
2019,13.45883704259595,8.412054873292933,Petrol,Individual,Manual,First Owner,19.5,1199,88.76
2012,12.464587201678082,10.463131911491967,Diesel,Individual,Manual,First Owner,23.03,1396,69.0
2015,12.938442943086665,10.596659732783579,Petrol,Individual,Automatic,First Owner,17.01,1499,110.4
2011,12.429220196836383,11.156264806643742,Diesel,Individual,Manual,First Owner,19.0,1248,90.0
2010,12.25486757159303,11.695255355062795,Diesel,Individual,Manual,First Owner,21.12,1248,88.8
2012,12.301387370778713,11.407576060361786,Diesel,Individual,Manual,First Owner,23.03,1396,69.0
2012,12.413090879946887,10.463131911491967,Diesel,Individual,Manual,Second Owner,23.03,1396,69.0
2018,13.864301674514206,11.156264806643742,Diesel,Individual,Manual,First Owner,21.38,1396,88.7
2012,12.577639650232573,11.002116507732017,Diesel,Individual,Manual,First Owner,21.02,1248,88.76
2013,12.644330802262578,11.156264806643742,Diesel,Individual,Manual,First Owner,25.0,1396,69.0
2018,13.45883704259595,8.699681400989514,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2016,13.217675375388819,9.90353755128617,Petrol,Individual,Manual,First Owner,20.4,1197,81.8
2017,13.017005083966255,11.156264806643742,Diesel,Individual,Manual,First Owner,19.09,1405,69.01
2016,13.558035621229783,11.082157933374816,Petrol,Individual,Manual,First Owner,17.8,1497,117.3
2017,13.017005083966255,10.12667110305036,Petrol,Individual,Manual,First Owner,23.84,1199,84.0
2019,12.92391243868049,9.210440366976517,Petrol,Individual,Manual,First Owner,15.37,1196,73.0
2003,10.714439990727769,10.463131911491967,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0
